segment_id,timestep,date,material,weather,age_factor,dirt_level,wear_level,reflectivity_score,spectral_mean
SEG_010,167,2026-04-11,aged_asphalt,clear,0.4102,0.2673,0.2737,0.3026,0.3117
SEG_010,168,2026-04-12,aged_asphalt,haze,0.4126,0.2689,0.2753,0.2489,0.2623
SEG_010,169,2026-04-13,aged_asphalt,clear,0.4151,0.2705,0.2769,0.2931,0.3072
SEG_010,170,2026-04-14,aged_asphalt,fog,0.4175,0.2721,0.2786,0.202,0.2184
SEG_010,171,2026-04-15,aged_asphalt,fog,0.42,0.2737,0.2802,0.1996,0.2124
SEG_010,172,2026-04-16,aged_asphalt,heavy_rain,0.4225,0.2753,0.2818,0.231,0.2582
SEG_010,173,2026-04-17,aged_asphalt,clear,0.4249,0.2769,0.2835,0.2896,0.3035
SEG_010,174,2026-04-18,aged_asphalt,clear,0.4274,0.2785,0.2851,0.2845,0.3004
SEG_010,175,2026-04-19,aged_asphalt,heavy_rain,0.4298,0.2801,0.2868,0.2271,0.258
SEG_010,176,2026-04-20,aged_asphalt,clear,0.4323,0.2817,0.2884,0.2777,0.2901
SEG_010,177,2026-04-21,aged_asphalt,fog,0.4347,0.2833,0.29,0.1879,0.2052
SEG_010,178,2026-04-22,aged_asphalt,fog,0.4372,0.2849,0.2917,0.1846,0.1973
SEG_010,179,2026-04-23,aged_asphalt,heavy_rain,0.4397,0.2865,0.2933,0.2149,0.2456
SEG_011,0,2025-10-26,road_marking_new,rain,0.0,0.0,0.0,0.8882,0.9217
SEG_011,1,2025-10-27,road_marking_new,clear,0.0041,0.0008,0.0019,0.9158,0.9396
SEG_011,2,2025-10-28,road_marking_new,clear,0.0081,0.0016,0.0037,0.9117,0.9344
SEG_011,3,2025-10-29,road_marking_new,rain,0.0122,0.0024,0.0056,0.8823,0.9159
SEG_011,4,2025-10-30,road_marking_new,rain,0.0162,0.0032,0.0074,0.8755,0.9099
SEG_011,5,2025-10-31,road_marking_new,rain,0.0203,0.004,0.0093,0.8754,0.9084
SEG_011,6,2025-11-01,road_marking_new,rain,0.0244,0.0048,0.0112,0.8706,0.9051
SEG_011,7,2025-11-02,road_marking_new,clear,0.0284,0.0056,0.013,0.8961,0.9203
SEG_011,8,2025-11-03,road_marking_new,clear,0.0325,0.0064,0.0149,0.8946,0.9187
SEG_011,9,2025-11-04,road_marking_new,clear,0.0365,0.0072,0.0167,0.893,0.9155
SEG_011,10,2025-11-05,road_marking_new,heavy_rain,0.0406,0.0081,0.0186,0.8296,0.8695
SEG_011,11,2025-11-06,road_marking_new,haze,0.0447,0.0089,0.0205,0.7829,0.8075
SEG_011,12,2025-11-07,road_marking_new,clear,0.0487,0.0097,0.0223,0.8821,0.9056
SEG_011,13,2025-11-08,road_marking_new,clear,0.0528,0.0105,0.0242,0.8778,0.9033
SEG_011,14,2025-11-09,road_marking_new,clear,0.0568,0.0113,0.026,0.8761,0.8993
SEG_011,15,2025-11-10,road_marking_new,clear,0.0609,0.0121,0.0279,0.8736,0.898
SEG_011,16,2025-11-11,road_marking_new,rain,0.0649,0.0129,0.0298,0.8439,0.8785
SEG_011,17,2025-11-12,road_marking_new,haze,0.069,0.0137,0.0316,0.7659,0.7895
SEG_011,18,2025-11-13,road_marking_new,heavy_rain,0.0731,0.0145,0.0335,0.8058,0.8455
SEG_011,19,2025-11-14,road_marking_new,clear,0.0771,0.0153,0.0353,0.8629,0.8873
SEG_011,20,2025-11-15,road_marking_new,clear,0.0812,0.0161,0.0372,0.8586,0.8835
SEG_011,21,2025-11-16,road_marking_new,rain,0.0852,0.0169,0.0391,0.8262,0.8625
SEG_011,22,2025-11-17,road_marking_new,rain,0.0893,0.0177,0.0409,0.8239,0.8587
SEG_011,23,2025-11-18,road_marking_new,haze,0.0934,0.0185,0.0428,0.7516,0.7753
SEG_011,24,2025-11-19,road_marking_new,rain,0.0974,0.0193,0.0446,0.8165,0.8513
SEG_011,25,2025-11-20,road_marking_new,clear,0.1015,0.0201,0.0465,0.843,0.8682
SEG_011,26,2025-11-21,road_marking_new,clear,0.1055,0.0209,0.0484,0.8434,0.8671
SEG_011,27,2025-11-22,road_marking_new,clear,0.1096,0.0217,0.0502,0.8412,0.8656
SEG_011,28,2025-11-23,road_marking_new,clear,0.1137,0.0225,0.0521,0.8361,0.8583
SEG_011,29,2025-11-24,road_marking_new,clear,0.1177,0.0233,0.054,0.8309,0.8555
SEG_011,30,2025-11-25,road_marking_new,clear,0.1218,0.0242,0.0558,0.8307,0.854
SEG_011,31,2025-11-26,road_marking_new,haze,0.1258,0.025,0.0577,0.7332,0.7561
SEG_011,32,2025-11-27,road_marking_new,clear,0.1299,0.0258,0.0595,0.8268,0.8494
SEG_011,33,2025-11-28,road_marking_new,clear,0.134,0.0266,0.0614,0.8235,0.8456
SEG_011,34,2025-11-29,road_marking_new,heavy_rain,0.138,0.0274,0.0633,0.7622,0.8017
SEG_011,35,2025-11-30,road_marking_new,clear,0.1421,0.0282,0.0651,0.8145,0.8398
SEG_011,36,2025-12-01,road_marking_new,clear,0.1461,0.029,0.067,0.8154,0.8386
SEG_011,37,2025-12-02,road_marking_new,rain,0.1502,0.0298,0.0688,0.7775,0.8124
SEG_011,38,2025-12-03,road_marking_new,clear,0.1543,0.0306,0.0707,0.8098,0.8334
SEG_011,39,2025-12-04,road_marking_new,clear,0.1583,0.0314,0.0726,0.8042,0.8282
SEG_011,40,2025-12-05,road_marking_new,clear,0.1624,0.0322,0.0744,0.8019,0.8272
SEG_011,41,2025-12-06,road_marking_new,clear,0.1664,0.033,0.0763,0.7987,0.825
SEG_011,42,2025-12-07,road_marking_new,heavy_rain,0.1705,0.0338,0.0781,0.7356,0.7757
SEG_011,43,2025-12-08,road_marking_new,rain,0.1745,0.0346,0.08,0.7641,0.8004
SEG_011,44,2025-12-09,road_marking_new,haze,0.1786,0.0354,0.0819,0.6964,0.7216
SEG_011,45,2025-12-10,road_marking_new,heavy_rain,0.1827,0.0362,0.0837,0.7264,0.7671
SEG_011,46,2025-12-11,road_marking_new,rain,0.1867,0.037,0.0856,0.7559,0.7895
SEG_011,47,2025-12-12,road_marking_new,clear,0.1908,0.0378,0.0874,0.783,0.808
SEG_011,48,2025-12-13,road_marking_new,heavy_rain,0.1948,0.0386,0.0893,0.7208,0.7612
SEG_011,49,2025-12-14,road_marking_new,clear,0.1989,0.0394,0.0912,0.774,0.7995
SEG_011,50,2025-12-15,road_marking_new,rain,0.203,0.0403,0.093,0.744,0.7791
SEG_011,51,2025-12-16,road_marking_new,heavy_rain,0.207,0.0411,0.0949,0.7124,0.7534
SEG_011,52,2025-12-17,road_marking_new,clear,0.2111,0.0419,0.0967,0.7694,0.7916
SEG_011,53,2025-12-18,road_marking_new,clear,0.2151,0.0427,0.0986,0.764,0.7889
SEG_011,54,2025-12-19,road_marking_new,clear,0.2192,0.0435,0.1005,0.7603,0.786
SEG_011,55,2025-12-20,road_marking_new,clear,0.2233,0.0443,0.1023,0.7586,0.784
SEG_011,56,2025-12-21,road_marking_new,rain,0.2273,0.0451,0.1042,0.7278,0.7632
SEG_011,57,2025-12-22,road_marking_new,heavy_rain,0.2314,0.0459,0.106,0.6959,0.7348
SEG_011,58,2025-12-23,road_marking_new,clear,0.2354,0.0467,0.1079,0.7492,0.7739
SEG_011,59,2025-12-24,road_marking_new,clear,0.2395,0.0475,0.1098,0.7468,0.7713
SEG_011,60,2025-12-25,road_marking_new,clear,0.2436,0.0483,0.1116,0.7398,0.7656
SEG_011,61,2025-12-26,road_marking_new,clear,0.2476,0.0491,0.1135,0.7402,0.7643
SEG_011,62,2025-12-27,road_marking_new,clear,0.2517,0.0499,0.1153,0.7424,0.7658
SEG_011,63,2025-12-28,road_marking_new,clear,0.2557,0.0507,0.1172,0.7371,0.7616
SEG_011,64,2025-12-29,road_marking_new,fog,0.2598,0.0515,0.1191,0.5687,0.5957
SEG_011,65,2025-12-30,road_marking_new,clear,0.2639,0.0523,0.1209,0.7289,0.7532
SEG_011,66,2025-12-31,road_marking_new,clear,0.2679,0.0531,0.1228,0.7296,0.7541
SEG_011,67,2026-01-01,road_marking_new,rain,0.272,0.0539,0.1246,0.6973,0.7305
SEG_011,68,2026-01-02,road_marking_new,clear,0.276,0.0547,0.1265,0.719,0.7451
SEG_011,69,2026-01-03,road_marking_new,fog,0.2801,0.0556,0.1284,0.5611,0.5813
SEG_011,70,2026-01-04,road_marking_new,fog,0.2841,0.0564,0.1302,0.5639,0.5857
SEG_011,71,2026-01-05,road_marking_new,clear,0.2882,0.0572,0.1321,0.7149,0.7394
SEG_011,72,2026-01-06,road_marking_new,clear,0.2923,0.058,0.1339,0.7114,0.7348
SEG_011,73,2026-01-07,road_marking_new,clear,0.2963,0.0588,0.1358,0.7074,0.731
SEG_011,74,2026-01-08,road_marking_new,clear,0.3004,0.0596,0.1377,0.7048,0.7291
SEG_011,75,2026-01-09,road_marking_new,clear,0.3044,0.0604,0.1395,0.7031,0.726
SEG_011,76,2026-01-10,road_marking_new,haze,0.3085,0.0612,0.1414,0.6117,0.6355
SEG_011,77,2026-01-11,road_marking_new,clear,0.3126,0.062,0.1432,0.6958,0.7215
SEG_011,78,2026-01-12,road_marking_new,clear,0.3166,0.0628,0.1451,0.693,0.7156
SEG_011,79,2026-01-13,road_marking_new,clear,0.3207,0.0636,0.147,0.6864,0.7119
SEG_011,80,2026-01-14,road_marking_new,heavy_rain,0.3247,0.0644,0.1488,0.631,0.6708
SEG_011,81,2026-01-15,road_marking_new,clear,0.3288,0.0652,0.1507,0.6826,0.7075
SEG_011,82,2026-01-16,road_marking_new,clear,0.3329,0.066,0.1526,0.682,0.7048
SEG_011,83,2026-01-17,road_marking_new,clear,0.3369,0.0668,0.1544,0.6792,0.7032
SEG_011,84,2026-01-18,road_marking_new,fog,0.341,0.0676,0.1563,0.5259,0.5495
SEG_011,85,2026-01-19,road_marking_new,clear,0.345,0.0684,0.1581,0.6701,0.6955
SEG_011,86,2026-01-20,road_marking_new,haze,0.3491,0.0692,0.16,0.586,0.6119
SEG_011,87,2026-01-21,road_marking_new,rain,0.3532,0.07,0.1619,0.6355,0.6719
SEG_011,88,2026-01-22,road_marking_new,clear,0.3572,0.0708,0.1637,0.6661,0.6905
SEG_011,89,2026-01-23,road_marking_new,rain,0.3613,0.0717,0.1656,0.6323,0.668
SEG_011,90,2026-01-24,road_marking_new,clear,0.3653,0.0725,0.1674,0.6561,0.6803
SEG_011,91,2026-01-25,road_marking_new,haze,0.3694,0.0733,0.1693,0.5746,0.5995
SEG_011,92,2026-01-26,road_marking_new,haze,0.3735,0.0741,0.1712,0.5729,0.5974
SEG_011,93,2026-01-27,road_marking_new,clear,0.3775,0.0749,0.173,0.6501,0.6763
SEG_011,94,2026-01-28,road_marking_new,clear,0.3816,0.0757,0.1749,0.6497,0.6731
SEG_011,95,2026-01-29,road_marking_new,rain,0.3856,0.0765,0.1767,0.6175,0.6515
SEG_011,96,2026-01-30,road_marking_new,clear,0.3897,0.0773,0.1786,0.6416,0.6647
SEG_011,97,2026-01-31,road_marking_new,clear,0.3937,0.0781,0.1805,0.641,0.665
SEG_011,98,2026-02-01,road_marking_new,clear,0.3978,0.0789,0.1823,0.6335,0.6596
SEG_011,99,2026-02-02,road_marking_new,haze,0.4019,0.0797,0.1842,0.5504,0.5765
SEG_011,100,2026-02-03,road_marking_new,haze,0.4059,0.0805,0.186,0.5502,0.5741
SEG_011,101,2026-02-04,road_marking_new,clear,0.41,0.0813,0.1879,0.6274,0.6512
SEG_011,102,2026-02-05,road_marking_new,clear,0.414,0.0821,0.1898,0.6231,0.647
SEG_011,103,2026-02-06,road_marking_new,clear,0.4181,0.0829,0.1916,0.6212,0.6461
SEG_011,104,2026-02-07,road_marking_new,haze,0.4222,0.0837,0.1935,0.5403,0.5651
SEG_011,105,2026-02-08,road_marking_new,clear,0.4262,0.0845,0.1953,0.615,0.6391
SEG_011,106,2026-02-09,road_marking_new,haze,0.4303,0.0853,0.1972,0.5355,0.5608
SEG_011,107,2026-02-10,road_marking_new,clear,0.4343,0.0861,0.1991,0.6069,0.6328
SEG_011,108,2026-02-11,road_marking_new,fog,0.4384,0.087,0.2009,0.4718,0.4926
SEG_011,109,2026-02-12,road_marking_new,clear,0.4425,0.0878,0.2028,0.6052,0.6297
SEG_011,110,2026-02-13,road_marking_new,clear,0.4465,0.0886,0.2046,0.5975,0.6224
SEG_011,111,2026-02-14,road_marking_new,clear,0.4506,0.0894,0.2065,0.5983,0.6229
SEG_011,112,2026-02-15,road_marking_new,heavy_rain,0.4546,0.0902,0.2084,0.5364,0.5769
SEG_011,113,2026-02-16,road_marking_new,heavy_rain,0.4587,0.091,0.2102,0.5366,0.5759
SEG_011,114,2026-02-17,road_marking_new,clear,0.4628,0.0918,0.2121,0.5901,0.6139
SEG_011,115,2026-02-18,road_marking_new,haze,0.4668,0.0926,0.2139,0.5111,0.5372
SEG_011,116,2026-02-19,road_marking_new,rain,0.4709,0.0934,0.2158,0.5556,0.5899
SEG_011,117,2026-02-20,road_marking_new,haze,0.4749,0.0942,0.2177,0.5047,0.531
SEG_011,118,2026-02-21,road_marking_new,clear,0.479,0.095,0.2195,0.5774,0.6023
SEG_011,119,2026-02-22,road_marking_new,clear,0.4831,0.0958,0.2214,0.5761,0.6009
SEG_011,120,2026-02-23,road_marking_new,clear,0.4871,0.0966,0.2232,0.5712,0.5944
SEG_011,121,2026-02-24,road_marking_new,heavy_rain,0.4912,0.0974,0.2251,0.5124,0.553
SEG_011,122,2026-02-25,road_marking_new,heavy_rain,0.4952,0.0982,0.227,0.509,0.5488
SEG_011,123,2026-02-26,road_marking_new,haze,0.4993,0.099,0.2288,0.4925,0.5164
SEG_011,124,2026-02-27,road_marking_new,clear,0.5033,0.0998,0.2307,0.5616,0.5854
SEG_011,125,2026-02-28,road_marking_new,clear,0.5074,0.1006,0.2325,0.5574,0.5813
SEG_011,126,2026-03-01,road_marking_new,rain,0.5115,0.1014,0.2344,0.5269,0.5621
SEG_011,127,2026-03-02,road_marking_new,heavy_rain,0.5155,0.1022,0.2363,0.4929,0.5333
SEG_011,128,2026-03-03,road_marking_new,heavy_rain,0.5196,0.1031,0.2381,0.4905,0.5312
SEG_011,129,2026-03-04,road_marking_new,rain,0.5236,0.1039,0.24,0.5223,0.5557
SEG_011,130,2026-03-05,road_marking_new,haze,0.5277,0.1047,0.2418,0.4721,0.4979
SEG_011,131,2026-03-06,road_marking_new,clear,0.5318,0.1055,0.2437,0.544,0.5669
SEG_011,132,2026-03-07,road_marking_new,clear,0.5358,0.1063,0.2456,0.5376,0.5629
SEG_011,133,2026-03-08,road_marking_new,heavy_rain,0.5399,0.1071,0.2474,0.4763,0.5172
SEG_011,134,2026-03-09,road_marking_new,haze,0.5439,0.1079,0.2493,0.4631,0.4887
SEG_011,135,2026-03-10,road_marking_new,clear,0.548,0.1087,0.2512,0.5273,0.5523
SEG_011,136,2026-03-11,road_marking_new,clear,0.5521,0.1095,0.253,0.5268,0.5507
SEG_011,137,2026-03-12,road_marking_new,haze,0.5561,0.1103,0.2549,0.4522,0.4779
SEG_011,138,2026-03-13,road_marking_new,clear,0.5602,0.1111,0.2567,0.5219,0.5454
SEG_011,139,2026-03-14,road_marking_new,clear,0.5642,0.1119,0.2586,0.5162,0.5397
SEG_011,140,2026-03-15,road_marking_new,clear,0.5683,0.1127,0.2605,0.5179,0.5422
SEG_011,141,2026-03-16,road_marking_new,haze,0.5724,0.1135,0.2623,0.4453,0.4699
SEG_011,142,2026-03-17,road_marking_new,haze,0.5764,0.1143,0.2642,0.4424,0.4675
SEG_011,143,2026-03-18,road_marking_new,clear,0.5805,0.1151,0.266,0.507,0.5334
SEG_011,144,2026-03-19,road_marking_new,rain,0.5845,0.1159,0.2679,0.4727,0.508
SEG_011,145,2026-03-20,road_marking_new,clear,0.5886,0.1167,0.2698,0.4979,0.5231
SEG_011,146,2026-03-21,road_marking_new,clear,0.5927,0.1175,0.2716,0.4977,0.5205
SEG_011,147,2026-03-22,road_marking_new,rain,0.5967,0.1183,0.2735,0.4674,0.5011
SEG_011,148,2026-03-23,road_marking_new,haze,0.6008,0.1192,0.2753,0.4258,0.4526
SEG_011,149,2026-03-24,road_marking_new,rain,0.6048,0.12,0.2772,0.4591,0.4944
SEG_011,150,2026-03-25,road_marking_new,haze,0.6089,0.1208,0.2791,0.4198,0.4453
SEG_011,151,2026-03-26,road_marking_new,haze,0.6129,0.1216,0.2809,0.4171,0.4442
SEG_011,152,2026-03-27,road_marking_new,clear,0.617,0.1224,0.2828,0.4829,0.5077
SEG_011,153,2026-03-28,road_marking_new,clear,0.6211,0.1232,0.2846,0.4791,0.5038
SEG_011,154,2026-03-29,road_marking_new,clear,0.6251,0.124,0.2865,0.4788,0.502
SEG_011,155,2026-03-30,road_marking_new,clear,0.6292,0.1248,0.2884,0.4748,0.4981
SEG_011,156,2026-03-31,road_marking_new,fog,0.6332,0.1256,0.2902,0.3482,0.3704
SEG_011,157,2026-04-01,road_marking_new,clear,0.6373,0.1264,0.2921,0.4628,0.4883
SEG_011,158,2026-04-02,road_marking_new,heavy_rain,0.6414,0.1272,0.2939,0.4045,0.4456
SEG_011,159,2026-04-03,road_marking_new,haze,0.6454,0.128,0.2958,0.3956,0.4203
SEG_011,160,2026-04-04,road_marking_new,rain,0.6495,0.1288,0.2977,0.428,0.4627
SEG_011,161,2026-04-05,road_marking_new,clear,0.6535,0.1296,0.2995,0.4569,0.4804
SEG_011,162,2026-04-06,road_marking_new,haze,0.6576,0.1304,0.3014,0.3888,0.414
SEG_011,163,2026-04-07,road_marking_new,clear,0.6617,0.1312,0.3032,0.4483,0.4742
SEG_011,164,2026-04-08,road_marking_new,clear,0.6657,0.132,0.3051,0.443,0.4683
SEG_011,165,2026-04-09,road_marking_new,rain,0.6698,0.1328,0.307,0.4149,0.449
SEG_011,166,2026-04-10,road_marking_new,clear,0.6738,0.1336,0.3088,0.4403,0.4649
SEG_011,167,2026-04-11,road_marking_new,clear,0.6779,0.1345,0.3107,0.437,0.4611
SEG_011,168,2026-04-12,road_marking_new,haze,0.682,0.1353,0.3125,0.3733,0.3996
SEG_011,169,2026-04-13,road_marking_new,clear,0.686,0.1361,0.3144,0.4329,0.4567
SEG_011,170,2026-04-14,road_marking_new,fog,0.6901,0.1369,0.3163,0.3216,0.3424
SEG_011,171,2026-04-15,road_marking_new,fog,0.6941,0.1377,0.3181,0.316,0.3411
SEG_011,172,2026-04-16,road_marking_new,heavy_rain,0.6982,0.1385,0.32,0.3647,0.4052
SEG_011,173,2026-04-17,road_marking_new,clear,0.7023,0.1393,0.3218,0.4228,0.4471
SEG_011,174,2026-04-18,road_marking_new,clear,0.7063,0.1401,0.3237,0.4147,0.4411
SEG_011,175,2026-04-19,road_marking_new,heavy_rain,0.7104,0.1409,0.3256,0.3587,0.4002
SEG_011,176,2026-04-20,road_marking_new,clear,0.7144,0.1417,0.3274,0.4119,0.4366
SEG_011,177,2026-04-21,road_marking_new,fog,0.7185,0.1425,0.3293,0.2928,0.3173
SEG_011,178,2026-04-22,road_marking_new,fog,0.7225,0.1433,0.3311,0.3032,0.3227
SEG_011,179,2026-04-23,road_marking_new,heavy_rain,0.7266,0.1441,0.333,0.3477,0.3863
SEG_012,0,2025-10-26,road_marking_new,rain,0.0,0.0,0.0,0.8863,0.9223
SEG_012,1,2025-10-27,road_marking_new,clear,0.0017,0.0017,0.0014,0.9169,0.9391
SEG_012,2,2025-10-28,road_marking_new,clear,0.0034,0.0035,0.0029,0.9114,0.9351
SEG_012,3,2025-10-29,road_marking_new,rain,0.0051,0.0052,0.0043,0.8828,0.9164
SEG_012,4,2025-10-30,road_marking_new,rain,0.0068,0.007,0.0058,0.8754,0.9128
SEG_012,5,2025-10-31,road_marking_new,rain,0.0085,0.0087,0.0072,0.8779,0.9121
SEG_012,6,2025-11-01,road_marking_new,rain,0.0102,0.0104,0.0087,0.8757,0.9106
SEG_012,7,2025-11-02,road_marking_new,clear,0.0119,0.0122,0.0101,0.9051,0.9293
SEG_012,8,2025-11-03,road_marking_new,clear,0.0136,0.0139,0.0116,0.8981,0.9233
SEG_012,9,2025-11-04,road_marking_new,clear,0.0153,0.0156,0.013,0.8958,0.9219
SEG_012,10,2025-11-05,road_marking_new,heavy_rain,0.017,0.0174,0.0145,0.8397,0.8807
SEG_012,11,2025-11-06,road_marking_new,haze,0.0187,0.0191,0.0159,0.7902,0.8153
SEG_012,12,2025-11-07,road_marking_new,clear,0.0204,0.0209,0.0174,0.8953,0.9201
SEG_012,13,2025-11-08,road_marking_new,clear,0.0221,0.0226,0.0188,0.8906,0.9165
SEG_012,14,2025-11-09,road_marking_new,clear,0.0238,0.0243,0.0203,0.8905,0.9149
SEG_012,15,2025-11-10,road_marking_new,clear,0.0255,0.0261,0.0217,0.8858,0.9112
SEG_012,16,2025-11-11,road_marking_new,rain,0.0272,0.0278,0.0232,0.8587,0.8947
SEG_012,17,2025-11-12,road_marking_new,haze,0.0289,0.0295,0.0246,0.7789,0.8049
SEG_012,18,2025-11-13,road_marking_new,heavy_rain,0.0306,0.0313,0.0261,0.8271,0.866
SEG_012,19,2025-11-14,road_marking_new,clear,0.0323,0.033,0.0275,0.8812,0.9047
SEG_012,20,2025-11-15,road_marking_new,clear,0.0339,0.0348,0.029,0.8777,0.9024
SEG_012,21,2025-11-16,road_marking_new,rain,0.0356,0.0365,0.0304,0.8477,0.8853
SEG_012,22,2025-11-17,road_marking_new,rain,0.0373,0.0382,0.0319,0.846,0.8814
SEG_012,23,2025-11-18,road_marking_new,haze,0.039,0.04,0.0333,0.7702,0.7963
SEG_012,24,2025-11-19,road_marking_new,rain,0.0407,0.0417,0.0348,0.8431,0.8785
SEG_012,25,2025-11-20,road_marking_new,clear,0.0424,0.0434,0.0362,0.871,0.8938
SEG_012,26,2025-11-21,road_marking_new,clear,0.0441,0.0452,0.0377,0.8708,0.8959
SEG_012,27,2025-11-22,road_marking_new,clear,0.0458,0.0469,0.0391,0.8618,0.8881
SEG_012,28,2025-11-23,road_marking_new,clear,0.0475,0.0487,0.0406,0.8618,0.8894
SEG_012,29,2025-11-24,road_marking_new,clear,0.0492,0.0504,0.042,0.8607,0.8856
SEG_012,30,2025-11-25,road_marking_new,clear,0.0509,0.0521,0.0435,0.8593,0.8852
SEG_012,31,2025-11-26,road_marking_new,haze,0.0526,0.0539,0.0449,0.7555,0.7806
SEG_012,32,2025-11-27,road_marking_new,clear,0.0543,0.0556,0.0464,0.8576,0.8824
SEG_012,33,2025-11-28,road_marking_new,clear,0.056,0.0574,0.0478,0.8509,0.8769
SEG_012,34,2025-11-29,road_marking_new,heavy_rain,0.0577,0.0591,0.0493,0.7932,0.8362
SEG_012,35,2025-11-30,road_marking_new,clear,0.0594,0.0608,0.0507,0.8524,0.8776
SEG_012,36,2025-12-01,road_marking_new,clear,0.0611,0.0626,0.0522,0.8492,0.8725
SEG_012,37,2025-12-02,road_marking_new,rain,0.0628,0.0643,0.0536,0.8131,0.852
SEG_012,38,2025-12-03,road_marking_new,clear,0.0645,0.066,0.0551,0.8431,0.8686
SEG_012,39,2025-12-04,road_marking_new,clear,0.0662,0.0678,0.0565,0.8425,0.8685
SEG_012,40,2025-12-05,road_marking_new,clear,0.0679,0.0695,0.058,0.8425,0.8673
SEG_012,41,2025-12-06,road_marking_new,clear,0.0696,0.0713,0.0594,0.839,0.8667
SEG_012,42,2025-12-07,road_marking_new,heavy_rain,0.0713,0.073,0.0609,0.7765,0.8188
SEG_012,43,2025-12-08,road_marking_new,rain,0.073,0.0747,0.0623,0.8056,0.8429
SEG_012,44,2025-12-09,road_marking_new,haze,0.0747,0.0765,0.0638,0.7329,0.7578
SEG_012,45,2025-12-10,road_marking_new,heavy_rain,0.0764,0.0782,0.0652,0.7708,0.8137
SEG_012,46,2025-12-11,road_marking_new,rain,0.0781,0.0799,0.0667,0.7995,0.837
SEG_012,47,2025-12-12,road_marking_new,clear,0.0798,0.0817,0.0681,0.8296,0.8573
SEG_012,48,2025-12-13,road_marking_new,heavy_rain,0.0815,0.0834,0.0696,0.7717,0.8131
SEG_012,49,2025-12-14,road_marking_new,clear,0.0832,0.0852,0.071,0.8223,0.8502
SEG_012,50,2025-12-15,road_marking_new,rain,0.0849,0.0869,0.0725,0.7954,0.8326
SEG_012,51,2025-12-16,road_marking_new,heavy_rain,0.0866,0.0886,0.0739,0.7649,0.8051
SEG_012,52,2025-12-17,road_marking_new,clear,0.0883,0.0904,0.0754,0.8216,0.8466
SEG_012,53,2025-12-18,road_marking_new,clear,0.09,0.0921,0.0768,0.818,0.843
SEG_012,54,2025-12-19,road_marking_new,clear,0.0917,0.0938,0.0783,0.8165,0.8426
SEG_012,55,2025-12-20,road_marking_new,clear,0.0934,0.0956,0.0797,0.8131,0.8396
SEG_012,56,2025-12-21,road_marking_new,rain,0.0951,0.0973,0.0812,0.7825,0.8188
SEG_012,57,2025-12-22,road_marking_new,heavy_rain,0.0968,0.0991,0.0826,0.7509,0.7936
SEG_012,58,2025-12-23,road_marking_new,clear,0.0985,0.1008,0.0841,0.8076,0.833
SEG_012,59,2025-12-24,road_marking_new,clear,0.1002,0.1025,0.0855,0.807,0.8326
SEG_012,60,2025-12-25,road_marking_new,clear,0.1018,0.1043,0.087,0.7989,0.8267
SEG_012,61,2025-12-26,road_marking_new,clear,0.1035,0.106,0.0884,0.7989,0.8266
SEG_012,62,2025-12-27,road_marking_new,clear,0.1052,0.1078,0.0899,0.8005,0.8278
SEG_012,63,2025-12-28,road_marking_new,clear,0.1069,0.1095,0.0913,0.8003,0.827
SEG_012,64,2025-12-29,road_marking_new,fog,0.1086,0.1112,0.0928,0.6227,0.6432
SEG_012,65,2025-12-30,road_marking_new,clear,0.1103,0.113,0.0942,0.7944,0.8206
SEG_012,66,2025-12-31,road_marking_new,clear,0.112,0.1147,0.0957,0.7906,0.8179
SEG_012,67,2026-01-01,road_marking_new,rain,0.1137,0.1164,0.0971,0.7638,0.8016
SEG_012,68,2026-01-02,road_marking_new,clear,0.1154,0.1182,0.0986,0.7862,0.8148
SEG_012,69,2026-01-03,road_marking_new,fog,0.1171,0.1199,0.1,0.6155,0.643
SEG_012,70,2026-01-04,road_marking_new,fog,0.1188,0.1217,0.1015,0.6143,0.6371
SEG_012,71,2026-01-05,road_marking_new,clear,0.1205,0.1234,0.1029,0.7869,0.8125
SEG_012,72,2026-01-06,road_marking_new,clear,0.1222,0.1251,0.1044,0.7796,0.8069
SEG_012,73,2026-01-07,road_marking_new,clear,0.1239,0.1269,0.1058,0.7819,0.8098
SEG_012,74,2026-01-08,road_marking_new,clear,0.1256,0.1286,0.1073,0.7814,0.8069
SEG_012,75,2026-01-09,road_marking_new,clear,0.1273,0.1303,0.1087,0.7786,0.805
SEG_012,76,2026-01-10,road_marking_new,haze,0.129,0.1321,0.1102,0.6742,0.7012
SEG_012,77,2026-01-11,road_marking_new,clear,0.1307,0.1338,0.1116,0.7718,0.7986
SEG_012,78,2026-01-12,road_marking_new,clear,0.1324,0.1356,0.1131,0.771,0.7983
SEG_012,79,2026-01-13,road_marking_new,clear,0.1341,0.1373,0.1145,0.7693,0.7969
SEG_012,80,2026-01-14,road_marking_new,heavy_rain,0.1358,0.139,0.116,0.7087,0.7527
SEG_012,81,2026-01-15,road_marking_new,clear,0.1375,0.1408,0.1174,0.7641,0.7914
SEG_012,82,2026-01-16,road_marking_new,clear,0.1392,0.1425,0.1189,0.7619,0.7903
SEG_012,83,2026-01-17,road_marking_new,clear,0.1409,0.1442,0.1203,0.7617,0.7902
SEG_012,84,2026-01-18,road_marking_new,fog,0.1426,0.146,0.1218,0.5816,0.6075
